ASIN,Bağlantı Türü,Bellek Teknolojisi,Bilgisayar Bellek Türü,Desteklenen Maksimum Bellek,Ekran Boyutu,Ekran Kartı Arayüzü,Ekran Kartı Açıklaması,Form Faktör,Grafik RAM Türü,Grafik İşlemci Üreticisi,Lityum Batarya Enerji İçeriği,Lityum Batarya Paketi,Lityum İyon Hücre Sayısı,Marka,Optik Sürücü Türü,Ortalama Pil Ömrü (saat),Paket Boyutları,Piller Dahil mi?,Piller:,Price,RAM Boyutu,Sabit Disk Açıklaması,Score,Seri,USB 3.0 Bağlantı Noktası Sayısı,Çözünürlük,Üretici,Ürün Ağırlığı,İşlemci Hızı,İşlemci Markası,İşlemci Sayısı,İşlemci Türü,İşletim Sistemi,Grafik Yardımcı İşlemcisi,Renk,Sabit Sürücü Arabirimi,Sabit Sürücü Boyutu,USB 2.0 Bağlantı Noktası Sayısı,Ürün Boyutları,Donanım Platformu,Ekran Kartı Bellek Boyutu,Ürün Model Numarası,HDMI Bağlantı Noktası Sayısı,Kablosuz Türü,Bellek Saat Hızı,Üretici Artık Üretmiyor,Donanım Arayüzü,Ekran Teknolojisi,Ortalama Pil Ömrü,RAM Bellek Teknolojisi,Model,Lityum Batarya Ağırlığı
B08QD23KCV,,,,,,,,Dizüstü Bilgisayar,,,,,,Asus,,,,,,4964.0,4.0,SSD,,,,,Asus,1.9,,AMD,,,Windows 10,,,Solid State,,,,,,,,,,,,,,,,
B08QCSL7VW,"USB, Wifi",,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,7129.0,8.0,,,,,,Lenovo,,,Intel,,,,,,,,,,,,,,Bluetooth,,,"USB, USB 2.0",LED,,,,
B08Q87G5GX,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,9229.0,64.0,,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08Q4DP9W9,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,7429.0,16.0,,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08Q4DDS5C,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,9629.0,64.0,,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08Q4CXT6X,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,9129.0,64.0,,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08Q4C3C49,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,7479.0,8.0,,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08Q4BWN35,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,7879.0,32.0,,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08Q4B6XX4,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,7479.0,32.0,SSD,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08Q49DR22,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,6879.0,16.0,SSD,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08Q495D9B,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,7779.0,16.0,,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08Q47MQ1Q,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,6679.0,8.0,,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08Q46SNCK,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8029.0,32.0,,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08Q46H3BZ,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,6579.0,16.0,SSD,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08Q4652RC,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,7429.0,16.0,,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08Q458W35,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,6979.0,16.0,,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08Q44KGY8,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,7179.0,8.0,,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08Q449JRB,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,6579.0,8.0,SSD,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08Q43ZY8K,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8729.0,64.0,,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08Q43Y15W,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8379.0,64.0,SSD,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08Q43VCFB,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,7529.0,32.0,,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08Q435DGZ,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8729.0,64.0,SSD,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08Q41MR87,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,7179.0,32.0,SSD,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08Q3YLB7B,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,6979.0,8.0,,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08Q3SY6FQ,,,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8379.0,32.0,,,,,1920x1080,Lenovo,,,AMD,,,,,,,,,,,,,,,,,,LED,,DDR4,,
B08PZ21DML,,DDR4,SODIMM,,,,,,,NVIDIA,,,,Monster,,,,Evet,,13049.0,16.0,SSD,,,,1920x1080,Monster,1.7,2.3,Intel,8.0,Intel Core i7,Windows 10 Home,,Black,Solid State,500.0,,35.55 x 23.67 x 1.89 cm; 1.7 Kilogram,PC,,,,,,,,,,,,
B08PVWJLD2,USB,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,10079.0,32.0,,,,,1920x1080,Lenovo,,,Intel,,,Windows 10 Pro,,,,,,,,,,,,,,USB-C,LED,,DDR4,,
B08PVSQ26J,USB,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8779.0,32.0,SSD,,,,1920x1080,Lenovo,,,Intel,,,Windows 10 Pro,,,,,,,,,,,,,,USB-C,LED,,DDR4,,
B08PP8H49D,"Bluetooth, Wi-Fi",DDR4,DDR4 SDRAM,,,,,,,NVIDIA,,,,Asus,,,,,,18299.0,16.0,SSD,,,,1920x1080,Asus,2.8,2.1,Intel,8.0,Corei7-10875H,DOS,,Siyah,,512.0,,,Bilgisayar,,,,Bluetooth,,,,,,,,
B08PKZPDL3,,LPDDR4,DDR4 SDRAM,32.0,14,PCI-Express x16,GTX 1650,Taşınabilir,GDDR5,NVIDIA,52.0,Cihazın içinde pil vardır.,3.0,Msi,Yok,10.0,48.2 x 31 x 7.8 cm; 1.29 Kilogram,Evet,3 Lityum polimer pil gereklidir. (piller ürüne dahildir),15292.0,,SSD,,PRESTIGE 14 A11SCX-222TR,3.0,1920x1080,MSI COMPUTER,1.29,3.0,Intel,1.0,Core i7,Windows 10,NVIDIA GeForce GTX 1650,,PCIE x 16,512.0,,,,,,,"802.11a/b/g/n/ac, Bluetooth",,,,,,,,
B08PKTSTVW,,LPDDR4,DDR4 SDRAM,32.0,14,PCI-Express x16,GTX 1650,Taşınabilir,GDDR6,NVIDIA,52.0,Cihazın içinde pil vardır.,3.0,Msi,Yok,10.0,48 x 30.8 x 7.8 cm; 1.29 Kilogram,Evet,3 Lityum polimer pil gereklidir. (piller ürüne dahildir),16911.0,,SSD,,SUMMIT E14 A11SCST-223TR,3.0,1920x1080,MSI COMPUTER,1.29,3.0,Intel,1.0,Core i7,Windows 10 Pro,NVIDIA GeForce GTX 1650 Ti,,PCIE x 16,1000.0,,,,,,,"802.11a/b/g/n/ac, Bluetooth",,,,,,,,
B08PKQCS7M,,LPDDR4,DDR4 SDRAM,32.0,15.6,PCI-Express x16,GTX 1650,Taşınabilir,GDDR5,NVIDIA,82.0,Cihazın içinde pil vardır.,4.0,Msi,Yok,16.0,38 x 25 x 20 cm; 1.65 Kilogram,Evet,4 Lityum polimer pil gereklidir. (piller ürüne dahildir),13499.0,,SSD,,PRESTIGE 15 A11SCX-223TR,3.0,1920x1080,MSI COMPUTER,1.65,3.0,Intel,1.0,Core i7,Windows 10,NVIDIA GeForce GTX 1650,,PCIE x 16,256.0,,,,,,,"802.11a/b/g/n/ac, Bluetooth",,,,,,,,
B08PKQ11TG,,LPDDR4,DDR4 SDRAM,32.0,15.6,PCI-Express x16,GTX 1650,Taşınabilir,GDDR6,NVIDIA,82.0,Cihazın içinde pil vardır.,4.0,Msi,Yok,16.0,51.6 x 33.6 x 7.8 cm; 1.79 Kilogram,Evet,4 Lityum polimer pil gereklidir. (piller ürüne dahildir),17306.0,,SSD,,SUMMIT E15 A11SCST-070TR,4.0,1920x1080,MSI COMPUTER,1.79,3.0,Intel,1.0,Core i7,Windows 10 Pro,NVIDIA GeForce GTX 1650 Ti,,PCIE x 16,1000.0,,,,,,,"802.11a/b/g/n/ac, Bluetooth",,,,,,,,
B08PG5CDRG,"Bluetooth, Wi-Fi",DDR4,,8.0,15.6,Tümleşik,MX 130,Dizüstü Bilgisayar,GDDR5,Intel,0.001,Cihazın içinde pil vardır.,12.0,HP,Yok,,52 x 30.8 x 7.2 cm; 2.42 Kilogram,,1 Lityum İyon pil gereklidir.,6792.0,,SSD,,15-dw1009nt,,,HP,2.42,1.0,Intel,4.0,Core i5-10210U,Windows 10 Home,,,ESATA,256.0,2.0,,,,,,"802.11a/b/g/n/ac, Bluetooth",,,,,,,,
B08PC94BQV,"USB, Wifi",,,,,,,,,,,,,Lenovo,,,,,,8129.0,32.0,,,,,,Lenovo,,,Intel,,,,,,,,,,,,,,Bluetooth,,,"USB, USB 2.0",,,,,
B08PC935XC,,,,,,,,,,,,,,Dell,,,,,,33429.0,16.0,SSD,,,,,Dell Computers,,,Intel,,,,,,Solid State,,,,,,,,Kızılötesi,,,,LED,,,,
B08PC8ZSN8,,,,,,,,,,,,,,Dell,,,,,,36399.0,,,,,,,Dell Computers,,,,,,,,,,,,,,,,,,,,,,,,,
B08PC8WGMT,,,,,,,,,,,,,,Lenovo,,,,,,8129.0,,,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,,,,,,
B08PC8K99W,,,,,,,,,,,,,,Lenovo,,,,,,7829.0,,,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,,,,,,
B08PC81KB9,,,,,,,,,,,,,,Dell,,,,,,37879.0,,,,,,,Dell Computers,,,,,,,,,,,,,,,,,,,,,,,,,
B08PC7TX3B,"USB, Wifi",,,,,,,,,,,,,Lenovo,,,,,,8479.0,16.0,,,,,,Lenovo,,,Intel,,,,,,,,,,,,,,Bluetooth,,,"USB, USB 2.0",,,,,
B08PC7SLJR,"USB, Wifi",,,,,,,,,,,,,Lenovo,,,,,,7729.0,8.0,,,,,,Lenovo,,,Intel,,,,,,,,,,,,,,Bluetooth,,,"USB, USB 2.0",,,,,
B08PC7MG4Y,Wifi,,,,,,,,,,,,,Lenovo,,,,,,61179.0,64.0,SSD,,,,3840x2160,Lenovo,,,,8.0,,,,,Solid State,,,,,,,,,,,,,17.0,,,
B08PC7KD5M,,,,,,,,,,,,,,Dell,,,,,,38429.0,,,,,,,Dell Computers,,,,,,,,,,,,,,,,,,,,,,,,,
B08PC7JWZX,,,,,,,,,,,,,,Lenovo,,,,,,7279.0,,,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,,,,,,
B08PC7JC4Y,,,,,,,,,,,,,,Dell,,,,,,29679.0,,,,,,,Dell Computers,,,,,,,,,,,,,,,,,,,,,,,,,
B08PC7FFWS,,,,,,,,,,,,,,Dell,,,,,,35599.0,,,,,,,Dell Computers,,,,,,,,,,,,,,,,,,,,,,,,,
B08PC7D2CT,,,,,,,,,,,,,,Lenovo,,,,,,7329.0,,,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,,,,,,
B08PC7C6LB,"USB, Wifi",,,,,,,,,,,,,Lenovo,,,,,,7229.0,16.0,SSD,,,,,Lenovo,,,Intel,,,,,,,,,,,,,,Bluetooth,,,"USB, USB 2.0",,,,,
B08PC795V4,,,,,,,,,,,,,,Lenovo,,,,,,7679.0,,,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,,,,,,
B08PC794Z7,"USB, Wifi",,,,,,,,,,,,,Lenovo,,,,,,9079.0,32.0,,,,,,Lenovo,,,Intel,,,,,,,,,,,,,,Bluetooth,,,"USB, USB 2.0",,,,,
B08PC76HJ8,,,,,,,,,,,,,,Dell,,,,,,37729.0,64.0,SSD,,,,,Dell Computers,,,Intel,,,,,,Solid State,,,,,,,,Kızılötesi,,,,LED,,,,
B08PC722D6,"USB, HDMI",,,,,,,Dizüstü Bilgisayar,,,,,,Dell,,,,,,39129.0,32.0,SSD,,,,,Dell Computers,,,,,,Windows 10,,,Solid State,,,,,,,,Kızılötesi,,,"Güvenli Dijital Kart, USB, HDMI",,,"DDR4, DIMM",,
B08PC6ZL1H,,,,,,,,,,,,,,Lenovo,,,,,,8629.0,,,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,,,,,,
B08PC6ZH1Q,,,,,,,,,,,,,,Dell,,,,,,41329.0,,,,,,,Dell Computers,,,,,,,,,,,,,,,,,,,,,,,,,
B08PC6W69S,"USB, Wifi",,,,,,,,,,,,,Lenovo,,,,,,7779.0,32.0,SSD,,,,,Lenovo,,,Intel,,,,,,,,,,,,,,Bluetooth,,,"USB, USB 2.0",,,,,
B08PC6VV99,,,,,,,,,,,,,,Dell,,,,,,34729.0,32.0,SSD,,,,,Dell Computers,,,Intel,,,,,,Solid State,,,,,,,,Kızılötesi,,,,LED,,,,
B08PC6SQ68,"USB, Wifi",,,,,,,,,,,,,Lenovo,,,,,,7679.0,16.0,SSD,,,,,Lenovo,,,Intel,,,,,,,,,,,,,,Bluetooth,,,"USB, USB 2.0",,,,,
B08PC6K3Z5,"USB, Wifi",,,,,,,,,,,,,Lenovo,,,,,,8029.0,16.0,,,,,,Lenovo,,,Intel,,,,,,,,,,,,,,Bluetooth,,,"USB, USB 2.0",,,,,
B08PC6JTCD,"USB, Wifi",,,,,,,,,,,,,Lenovo,,,,,,7579.0,16.0,,,,,,Lenovo,,,Intel,,,,,,,,,,,,,,Bluetooth,,,"USB, USB 2.0",,,,,
B08PC6HM3L,,,,,,,,,,,,,,Dell,,,,,,37999.0,,,,,,,Dell Computers,,,,,,,,,,,,,,,,,,,,,,,,,
B08PC6CKP8,,,,,,,,,,,,,,Dell,,,,,,34029.0,16.0,SSD,,,,,Dell Computers,,,Intel,,,,,,Solid State,,,,,,,,Kızılötesi,,,,LED,,,,
B08PC68GX1,,,,,,,,,,,,,,Dell,,,,,,34179.0,32.0,SSD,,,,,Dell Computers,,,Intel,,,,,,Solid State,,,,,,,,Kızılötesi,,,,LED,,,,
B08PC66FPF,,,,,,,,,,,,,,Lenovo,,,,,,8179.0,,,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,,,,,,
B08PC64BHP,,,,,,,,,,,,,,Dell,,,,,,36299.0,,,,,,,Dell Computers,,,,,,,,,,,,,,,,,,,,,,,,,
B08PC5SVGV,,,,,,,,,,,,,,Lenovo,,,,,,7829.0,,,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,,,,,,
B08PC5MMCB,"USB, Wifi",,,,,,,,,,,,,Lenovo,,,,,,8629.0,32.0,,,,,,Lenovo,,,Intel,,,,,,,,,,,,,,Bluetooth,,,"USB, USB 2.0",,,,,
B08PC4YJFD,,,,,,,,,,,,,,Lenovo,,,,,,8329.0,,,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,,,,,,
B08PC2X322,Wifi,,,,,,,,,,,,,Lenovo,,,,,,61229.0,,SSD,,,,3840x2160,Lenovo,,,,8.0,,,,,Solid State,,,,,,,,,,,,,17.0,,,
B08PBLBSDG,"USB, HDMI",,,,,,,Dizüstü Bilgisayar,,,,,,Dell,,,,,,31609.0,32.0,SSD,,,,,Dell Computers,,,,,,Windows 10,,,Solid State,,,,,,,,Kızılötesi,,,"Güvenli Dijital Kart, USB, HDMI",LED,,"DDR4, DIMM",,
B08PBKK7RF,"USB, HDMI",,DDR4 SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Dell,,,,,,30499.0,16.0,SSD,,,,,Dell Computers,,,,,,Windows 10,,,Solid State,,,,,,,,Kızılötesi,,,"Güvenli Dijital Kart, USB, HDMI",LED,,"DDR4, DIMM",,
B08PBJYKD7,"USB, HDMI",,,,,,,Dizüstü Bilgisayar,,,,,,Dell,,,,,,33369.0,64.0,SSD,,,,,Dell Computers,,,,,,Windows 10,,,Solid State,,,,,,,,Kızılötesi,,,"Güvenli Dijital Kart, USB, HDMI",LED,,"DDR4, DIMM",,
B08PBJD6TK,"USB, HDMI",,,,,,,Dizüstü Bilgisayar,,,,,,Dell,,,,,,31109.0,32.0,SSD,,,,,Dell Computers,,,,,,Windows 10,,,Solid State,,,,,,,,Kızılötesi,,,"Güvenli Dijital Kart, USB, HDMI",LED,,"DDR4, DIMM",,
B08PBHYP82,"USB, HDMI",,,,,,,Dizüstü Bilgisayar,,,,,,Dell,,,,,,30601.0,16.0,SSD,,,,,Dell Computers,,,,,,Windows 10,,,Solid State,,,,,,,,Kızılötesi,,,"Güvenli Dijital Kart, USB, HDMI",LED,,"DDR4, DIMM",,
B08P9T6LZ9,,DDR4,SODIMM,,,,,,,NVIDIA,,,,Monster,,,,Evet,,26999.0,32.0,SSD,,,,1920x1080,Monster,3.8,3.7,Intel,10.0,Intel Core i9,Windows 10 Pro,,Black,Solid State,1000.0,,39.9 x 31.9 x 4.35 cm; 3.8 Kilogram,PC,,,,,,,,,,,,
B08P9T34LM,,DDR4,SODIMM,,,,,,,NVIDIA,,,,Monster,,,,Evet,,29699.0,32.0,SSD,,,,1920x1080,Monster,3.8,3.8,Intel,8.0,Intel Core i7,Windows 10 Pro,,Black,Solid State,500.0,,,PC,,,,,,,,,,,,
B08P8XJN49,,DDR4,SODIMM,,,,,,,NVIDIA,,,,Monster,,,,Evet,,24929.0,32.0,SSD,,,,1920x1080,Monster,,3.8,Intel,8.0,Intel Core i7,Windows 10 Pro,,Black,Solid State,500.0,,39.9 x 31.9 x 4.35 cm,PC,,,,,,,,,,,,
B08P8WPZPD,,DDR4,SODIMM,,,,,,,NVIDIA,,,,Monster,,,,,,21599.0,16.0,SSD,,,,1920x1080,Monster,2.1,2.3,Intel,8.0,Intel Core i7,Windows 10 Home,,Black,Solid State,500.0,,35.55 x 23.67 x 1.89 cm; 2.1 Kilogram,PC,,,,,,,,,,,,
B08P8GSDD1,"USB, HDMI",,,,,,,Dizüstü Bilgisayar,,,,,,Asus,,,,,,7529.0,12.0,,,,,,Asus,1.9,,,,,,,,,,,,,,,,,,,"MicroSD, USB, HDMI, USB 2.0, USB-C",LED,,,,
B08P8G78MM,"USB, HDMI",,,,,,,Dizüstü Bilgisayar,,,,,,Asus,,,,,,7929.0,8.0,,,,,,Asus,1.9,,,,,,,,,,,,,,,,,,,"MicroSD, USB, HDMI, USB 2.0, USB-C",LED,,,,
B08P8FX1KD,"USB, HDMI",,,,,,,,,,,,,Dell,,,,,,25679.0,16.0,SSD,,,,,Dell Computers,,,Intel,,,Linux,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt, USB-C",LED,,,,
B08P8FGYTF,USB,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,9529.0,16.0,,,,,1920x1080,Lenovo,,,Intel,,,,,,,,,,,,,,,,,USB-C,LED,,DDR4,,
B08P8FF5GG,"USB, HDMI",,,,,,,Dizüstü Bilgisayar,,,,,,Asus,,,,,,7529.0,,SSD,,,,,Asus,1.9,,,,,,,,,,,,,,,,,,,"MicroSD, USB, HDMI, USB 2.0, USB-C",LED,,,,
B08P8F7VJ6,"USB, HDMI",,,,,,,Dizüstü Bilgisayar,,,,,,Asus,,,,,,8329.0,,,,,,,Asus,1.9,,,,,,,,,,,,,,,,,,,"MicroSD, USB, HDMI, USB 2.0, USB-C",LED,,,,
B08P8F6GSH,"USB, HDMI",,,,,,,Dizüstü Bilgisayar,,,,,,Asus,,,,,,7279.0,12.0,SSD,,,,,Asus,1.9,,,,,,,,,,,,,,,,,,,"MicroSD, USB, HDMI, USB 2.0, USB-C",LED,,,,
B08P8DTQKP,"USB, HDMI",,,,,,,Dizüstü Bilgisayar,,,,,,Asus,,,,,,7129.0,8.0,SSD,,,,,Asus,1.9,,,,,,,,,,,,,,,,,,,"MicroSD, USB, HDMI, USB 2.0, USB-C",LED,,,,
B08P8DG995,"USB, HDMI",,,,,,,Dizüstü Bilgisayar,,,,,,Asus,,,,,,8929.0,,,,,,,Asus,1.9,,,,,,,,,,,,,,,,,,,"MicroSD, USB, HDMI, USB 2.0, USB-C",LED,,,,
B08P8C9GFR,"USB, HDMI",,,,,,,Dizüstü Bilgisayar,,,,,,Asus,,,,,,8079.0,12.0,,,,,,Asus,1.9,,,,,,,,,,,,,,,,,,,"MicroSD, USB, HDMI, USB 2.0, USB-C",LED,,,,
B08P87WBFJ,"USB, HDMI",,,,,,,Dizüstü Bilgisayar,,,,,,Asus,,,,,,8129.0,,SSD,,,,,Asus,1.9,,,,,,,,,,,,,,,,,,,"MicroSD, USB, HDMI, USB 2.0, USB-C",LED,,,,
B08P83W73K,,DDR4,,16.0,15.6,PCI-E,Diğer,,DDR3 SDRAM,Intel,60.0,Cihazın içinde pil vardır.,1.0,Lenovo,Yok,,25 x 25 x 20 cm; 3 gram,,,14473.0,,SSD,,Lenovo Legion 5 15IMH05H,3.0,,Lenovo,3.0,5.0,Intel,2.0,Core i7,Windows 10 Home,,,Fast SCSI,256.0,3.0,,,,81Y600FJTX,,,,,,,,,,0.3
B08P81HP9F,,DDR4,,16.0,17.3,PCI-E,Diğer,,DDR3 SDRAM,Intel,80.0,Cihazın içinde pil vardır.,1.0,Lenovo,Yok,,25 x 25 x 20 cm; 3 gram,,,14949.0,,SSD,1.0,Lenovo Legion 5 17IMH05H,3.0,,Lenovo,3.0,5.0,Intel,2.0,Core i7,Windows 10 Home,,,Fast SCSI,512.0,3.0,,,,81Y80070TX,,,,,,,,,,0.3
B08P7Y6W7K,Wifi,,,,15.6,,,,,,,,,Lenovo,,,,,,23109.0,64.0,,,,,1920x1080,Lenovo,,,,6.0,,Windows 10 Pro,,,,,,,,,,,,,,,,16.5,,,
B08P7KSTMP,,DDR4,SODIMM,,,,,,,NVIDIA,,,,Monster,,,,Evet,,13679.0,16.0,SSD,,,,1920x1080,Monster,2.5,2.2,Intel,8.0,Intel Core i7,Windows 10 Home,,Black,Solid State,500.0,,39.57 x 26.08 x 2.74 cm; 2.5 Kilogram,PC,,,,,,,,,,,,
B08P7FVT27,,DDR4,SODIMM,,,,,,,NVIDIA,,,,Monster,,,,Evet,,12599.0,16.0,SSD,,,,1920x1080,Monster,2.5,2.2,Intel,8.0,Intel Core i7,DOS,,Black,Solid State,250.0,,39.57 x 26.08 x 2.74 cm; 2.5 Kilogram,PC,,,,,,,,,,,,
B08P7FB3CY,USB,,DDR4 SDRAM,,14,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8229.0,8.0,SSD,,,,1920x1080,Lenovo,,,Intel,,,Windows 10 Pro,,,,,,,,,,,,,,USB-C,LED,,DDR4,,
B08P7F7678,"USB, HDMI",,,,,,,Dizüstü Bilgisayar,,,,,,Dell,,,,,,16969.0,64.0,SSD,,,,,Dell Computers,,,Intel,,,,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt",LED,,,,
B08P7DX2J1,,,,,,,,,,,,,,Dell,,,,,,32599.0,32.0,SSD,,,,,Dell Computers,,,Intel,,,Windows 10 Pro,,,Solid State,,,,,,,,Kızılötesi,,,,LED,,,,
B08P7DQW9C,"USB, HDMI",,,,,,,Dizüstü Bilgisayar,,,,,,Dell,,,,,,14029.0,32.0,SSD,,,,,Dell Computers,,,Intel,,,Windows 10 Pro,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt",LED,,,,
B08P7DFGD5,,,,,,,,,,,,,,Dell,,,,,,33799.0,64.0,SSD,,,,,Dell Computers,,,Intel,,,Windows 10 Pro,,,Solid State,,,,,,,,Kızılötesi,,,,LED,,,,
B08P7D55HS,"USB, HDMI",,,,,,,Dizüstü Bilgisayar,,,,,,Dell,,,,,,14599.0,32.0,SSD,,,,,Dell Computers,,,Intel,,,Windows 10,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt",,,,,
B08P7D4M59,,,,,,,,,,,,,,Dell,,,,,,32299.0,32.0,SSD,,,,,Dell Computers,,,Intel,,,Windows 10 Pro,,,Solid State,,,,,,,,Kızılötesi,,,,LED,,,,
B08P7CJDND,"USB, HDMI",,,,,,,Dizüstü Bilgisayar,,,,,,Dell,,,,,,16699.0,64.0,SSD,,,,,Dell Computers,,,Intel,,,Windows 10 Pro,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt",LED,,,,
B08P7C9CGQ,"USB, HDMI",,,,,,,Dizüstü Bilgisayar,,,,,,Dell,,,,,,13379.0,16.0,SSD,,,,,Dell Computers,,,Intel,,,Windows 10,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt",LED,,,,
B08P7BMQC2,Wifi,,,,,,,,,,,,,Lenovo,,,,,,53029.0,32.0,SSD,,,,3840x2160,Lenovo,,,,8.0,,,,,Solid State,,,,,,,,,,,,,17.0,,,
B08P7BFJ89,Wifi,,,,,,,,,,,,,Lenovo,,,,,,30429.0,64.0,SSD,,,,3840x2160,Lenovo,,,,8.0,,,,,Solid State,,,,,,,,,,,,LED,17.0,,,
B08P7B1JD8,Wifi,,,,,,,,,,,,,Lenovo,,,,,,28929.0,16.0,SSD,,,,3840x2160,Lenovo,,,,8.0,,,,,Solid State,,,,,,,,,,,,LED,17.0,,,
