ASIN,Ekran Boyutu,Form Faktör,Grafik Yardımcı İşlemcisi,Grafik İşlemci Üreticisi,Marka,Paket Boyutları,Price,RAM Boyutu,Renk,Sabit Disk Açıklaması,Sabit Sürücü Arabirimi,Score,Üretici,Ürün Ağırlığı,İşlemci Markası,Bağlantı Türü,Bellek Teknolojisi,Bilgisayar Bellek Türü,Desteklenen Maksimum Bellek,Ekran Kartı Arayüzü,Ekran Kartı Açıklaması,Grafik RAM Türü,Lityum Batarya Enerji İçeriği,Lityum Batarya Paketi,Lityum İyon Hücre Sayısı,Optik Sürücü Türü,Ortalama Pil Ömrü (saat),Piller Dahil mi?,Piller:,Seri,USB 3.0 Bağlantı Noktası Sayısı,Çözünürlük,İşlemci Hızı,İşlemci Sayısı,İşlemci Türü,İşletim Sistemi,Lityum Batarya Ağırlığı,Lityum Metal Hücre Sayısı,Sabit Sürücü Boyutu,USB 2.0 Bağlantı Noktası Sayısı,Ürün Model Numarası,Donanım Platformu,Ekran Kartı Bellek Boyutu,Ürün Boyutları,Kablosuz Türü,Bellek Saat Hızı,Ekran Çözünürlüğü,Üretici Artık Üretmiyor,HDMI Bağlantı Noktası Sayısı,Ekran Teknolojisi,RAM Bellek Teknolojisi,Önemli Özellikler,İnsan Arayüz Girdisi,Üretici Referansı,Audio Details,Voltaj,Watt Değeri,Donanım Arayüzü,Ortalama Pil Ömrü,Yüklü Flash Belleğin Boyutu,Dizüstü Bilgisayar Ekran Teknolojisi,Ek Sürücüler,Dahili Hafıza,Average Battery Standby Life (in hours),Front Webcam Resolution,Model,Parça Numarası,Pil Gerekli,Piller Dahil,Sıvı Madde İçerir,Bağlantı Noktası Sayısı,Model Year,Otomatik Odaklama Var,Programlanabilir Düğmeler,USB Bağlantı Noktası Sayısı,Yatay Çözünürlük,Klavye Dili ve Düzeni,Sabit Disk Dönüş Hızı,Cihaz Türü,İşlemci Yuvası,Pil Hücre Bileşimi,Rear Webcam Resolution,Adet,Model Adı,Şarj Edilebilir Pil Dahil,Dijital Depolama Kapasitesi,Renkli Ekran,En-Boy Oranı,Yanıt Süresi,Bluetooth Teknolojisini Destekler,Hücresel Teknoloji,Lityum Batarya Voltajı,Battery Charge Time (in hours),Uzaktan Kumanda Dahil,Hoparlör Çıkış Kanalı Sayısı,Desteklenen Yazılımlar,Pil Açıklaması,Mikrofon Bağlantı Noktası Sayısı,Kart Okuyucu,Dil:,Güç Kaynağı,Model Numarası,Üretici Parça Numarası
B08D7BZHW2,15.6 İnç,Notebook,,Nvidia,Msi,,"₺15.289,00",16 GB,,SSD,Solid State,5 / 5 yıldız,MSI COMPUTER,2.3 kg,Intel,Wi-Fi,DDR4,DDR4 SDRAM,,,,,51 Vat Saat,Cihazın içinde pil vardır.,1,Yok,6 Saat,Evet,1 Ürüne özel pil gereklidir. (piller ürüne dahildir),GL65 LEOPARD 10SER-253XTR,,1920x1080,2.6 GHz,6,,Işletim_sistemi_yok,,1,,,GL65 LEOPARD 10SER-253XTR,,6 GB,36 x 2.7 x 25 cm; 2.3 Kilogram,802.11a/b/g/n/ac,,1920x1080,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08GYKTSWX,15.6,Katlanır,,Intel,HP,,"₺8.740,25",8 GB,,1TB HDD + 256 GB SSD,Solid State,"4,6 / 5 yıldız",hp,1.75 kg,Intel,Realtek RTL8821CE 802.11a/b/g/n/ac (1x1) Wi-Fi®,Ddr_4,DDR4 SDRAM,8 GB,,Nvidia GeForce MX330,GDDR5,41 Vat Saat,Cihazın içinde pil vardır.,3,Optik Sürücü Yok,,Evet,1 Ürüne özel pil gereklidir. (piller ürüne dahildir),Laptop - 15-dw2015nt,2,,3.9,4,Yok,FreeDOS,,,1 TB,,3H822EA,,2 GB,35 x 2 x 24 cm; 1.75 Kilogram,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08PG53SBJ,15.6,Dizüstü Bilgisayar,,Intel,HP,52 x 30.8 x 7.2 cm; 2.42 Kilogram,"₺6.579,00",8,,SSD,ESATA,,hp,2.42 kg,Intel,,DDR4,,8 GB,,MX 110,GDDR5,1 Miliamper Saat,Cihazın içinde pil vardır.,12,No Optical Drive,10 Saat,,1 Lityum İyon pil gereklidir.,Dw1013nt,,,1,4,Core i5-10210U,Freedos,,,256,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08GQDV1L8,15.6,Dizüstü Bilgisayar,,Intel,HP,30 x 15 x 15 cm; 1 Kilogram,"₺4.894,10",4,,256 GB SSD,Solid State,"3,9 / 5 yıldız",hp,1 kg,Intel,802.11b/g/n (1x1) Wi-Fi®,Ddr_4,DDR4 SDRAM,4 GB,Tümleşik,Diğer,DDR3 SDRAM,,,3,Optik Sürücü Yok,,,,Laptop 15-da2094nt,,,2,2,Core i3,FreeDOS,,,256 GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08PG3G8XD,15.6,Dizüstü Bilgisayar,,Intel,HP,48.2 x 30.4 x 7 cm; 2.3 Kilogram,"₺6.992,00",8,,SSD,ESATA,,hp,2.3 kg,Intel,"Bluetooth, Wi-Fi",DDR4,,8 GB,Tümleşik,MX 130,GDDR5,1 Miliamper Saat,Cihazın içinde pil vardır.,12,No Optical Drive,,,1 Lityum İyon pil gereklidir.,15-dw1000,,,1,4,Core i5-10210U,Windows 10 Home,,,256,2,,,,,"Bluetooth, 802.11a/b/g/n/ac",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08HN2FPLH,15.6 İnç,Dizüstü Bilgisayar,,Intel,Msi,,"₺13.175,81",6 GB,,SSD,Solid State,"2,9 / 5 yıldız",MSI COMPUTER,4.12 kg,Intel,,Ddr_4,DDR4 SDRAM,16 GB,PCI-E,GTX 1660 Ti,GDDR6,51 Vat Saat,Cihazın içinde pil vardır.,1,Optik Sürücü Yok,,Evet,1 Ürüne özel pil gereklidir. (piller ürüne dahildir),DİZÜSTÜ,,,2.6 GHz,1,Corei7-10750H,YOK,,,,,GL65 LEOPARD 10SDR-412XTR,,6 GB,3.6 x 2 x 2.5 cm; 4.12 Kilogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08GT1LY61,15.6,Katlanır,GeForce,AMD,HP,,"₺7.300,00",256 GB,Siyah,SSD,Solid State,4 / 5 yıldız,hp,2.25 kg,AMD,Realtek Wi-Fi 5 (2x2),Ddr_4,DDR4 SDRAM,8 GB,Tümleşik,GeForce GTX 1050,,52.5 Vat Saat,Cihazın içinde pil vardır.,3,Optik Sürücü Yok,6 Saat,Evet,1 Ürüne özel pil gereklidir. (piller ürüne dahildir),Pavilion Gaming Laptop 15-ec0005nt,2,1920x1080,2.1,4,Yok,FreeDOS,,,,1,8BN44EA,,,25.7 x 36 x 2.35 cm; 2.25 Kilogram,801.11ac,,1920x1080,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08NXF8YN1,15.6,Taşınabilir,AMD Radeon Vega 8,AMD,HP,47.8 x 31.2 x 6.6 cm; 1.78 Kilogram,"₺6.398,40",8,,SSD,Solid State,,hp,1.78 kg,AMD,,Ddr_4,SODIMM,32 GB,Tümleşik,Tümleşik,Shared,41 Vat Saat,Cihazın içinde pil vardır.,3,CD-RW,,Evet,3 Lityum İyon pil gereklidir. (piller ürüne dahildir),2D231EA,3,1920 x 1080 Pixels,2.1,1,Ryzen 5 3500U,Windows 10,,,256 GB,,,,,,802.11a/b/g/n/ac,,1920 x 1080 piksel,,,,,,,,"Hoparlörler, Kulaklıklar",220 Volts,45 watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08NGW2KXC,13 İnç,,,Apple,Apple,38 x 29 x 11.6 cm; 2.9 Kilogram,"₺14.469,22",256 GB,Gümüş rengi,SSD,SCSI,5 / 5 yıldız,Apple Computer,2.9 kg,Apple,,Ddr_3,,8 GB,Tümleşik,Diğer,Shared,49.9 Vat Saat,Cihazın içinde pil vardır.,,Optik Sürücü Yok,,,,MacBook Pro Air,1,,2.8,8,Yok,Mac OS Big Sur,,,256 GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08NVJF26C,,,,Nvidia,Monster,36 x 25 x 2.5 cm; 2.5 Kilogram,"₺10.999,00",16 GB,Black,SSD,Solid State,"4,3 / 5 yıldız",MONSTER,2.5 kg,Intel,,DDR4,SODIMM,,,,,1 Vat Saat,Cihazın içinde pil vardır.,1,,,Evet,1 Lityum İyon pil gereklidir. (piller ürüne dahildir),,,1920 x 1080 Pixels,2.6 GHz,6,Intel Core i7,DOS,,,250 GB,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08PBXNSZ1,,Dizüstü Bilgisayar,,Nvidia,Monster,,"₺12.149,00",16 GB,Grey,SSD,Solid State,,MONSTER,1.6 kg,Intel,,DDR4,SODIMM,,,,,,,,,,Evet,,,,1920 x 1080 Pixels,2.6 GHz,6,Intel Core i7,Windows 10 Home,,,500 GB,,,PC,,35.64 x 23.37 x 1.6 cm; 1.6 Kilogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01N06DNAR,15.6 İnç,,NVIDIA,GEFORCE,Lenovo,,"₺8.999,00",12 GB,Gümüş,HDD,Serial ATA,,Lenovo,,Intel,,,DDR4 SDRAM,,,MX 110,,,,,Optik Sürücü Yok,,Evet,,Lenovo Ideapad,1,,1.6 GHz,4,Core i5-10210U,Windows 10,,,500 GB,1,,Windows,4 GB,,,,1366 x 768,Hayır,1,,,,,80Q701BASP?12GB,,,,,,,LED,IDE Bant Sürücüsü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08CYG8WXZ,15.6,Notebook,Nvidia,Nvidia,Lenovo,,"₺8.833,76",8 GB,,SSD,Solid State,"4,9 / 5 yıldız",Lenovo,1 kg,Intel,Bluetooth,,DDR4 SDRAM,,Bilinmeyen,Nvidia_geforce,Bilinmeyen,,,,Optik,10 Saat,,,,1,1920x1080,4.5 GHz,4,Core i5,Windows 10,,,512,1,81Y400N1TX,,4,40 x 30 x 50 cm; 1 Kilogram,Bluetooth,,1920x1080,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0855YL4LC,14.1 İnç,Dizüstü Bilgisayar,,Nvidia,Monster,51 x 34 x 20 cm; 3.5 Kilogram,"₺7.379,00",8 GB,Grey,SSD,Solid State,,MONSTER,3.5 kg,Intel,,DDR4,SODIMM,,,,,47 Vat Saat,Piller cihazla birlikte paketlenmiştir,,,,Evet,1 Lityum polimer pil gereklidir. (piller ürüne dahildir),,,1920 x 1080 Pixels,1.8 GHz,4,Intel Core i7,DOS,0.37 gram,,250 GB,,,PC,,,,2666 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08J3QQ46S,15.6 İnç,Dizüstü Bilgisayar,,Nvidia,Lenovo,50 x 30.2 x 10.4 cm; 3.52 Kilogram,"₺13.999,00",16 GB,,SSD,Solid State,,Lenovo,3.52 kg,Intel,,Ddr_4,,16 GB,Tümleşik,GTX 1650,DDR4 SDRAM,,,,Optik Sürücü Yok,,,,Yoga Creator 7 15IMH05,1,1920 x 1080 Pixels,5.6 GHz,6,Core i7,Windows 10,,,1 TB,1,82DS002ATX,,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08D7BRV3C,17.3,Notebook,,Nvidia,Msi,,"₺17.579,00",32 GB,,SSD,Solid State,5 / 5 yıldız,MSI COMPUTER,2.6 kg,Intel,Wi-Fi,DDR4,DDR4 SDRAM,,,Nvidia GeForce RTX,,51 Vat Saat,Cihazın içinde pil vardır.,1,Yok,6 Saat,Evet,1 Ürüne özel pil gereklidir. (piller ürüne dahildir),GL75 LEOPARD 10SER-257XTR,,1920x1080,2.6 GHz,4,Core i7,,,1,1 TB,,GL75 LEOPARD 10SER-257XTR,,6 GB,40 x 2.8 x 27 cm; 2.6 Kilogram,802.11a/b/g/n/ac,,1920x1080,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B088992G2C,15.6,Notebook,AMD Radeon Vega 8,Amd,HUAWEI,,"₺6.299,00",8 GB,Gri,SSD,Solid State,5 / 5 yıldız,Huawei,1.6 kg,AMD,Wi-Fi,,DDR4 SDRAM,,Bilinmeyen,Amd_radeon_r5,DDR4 SDRAM,,,1,Hayır,6.6 Saat,Evet,,,2,1920 x 1080 piksel,2.3 GHz,1,Ryzen 5,Windows 10 Home,,,256 GB,1,Matebook D15,,,23 x 35.8 x 1.7 cm; 1.6 Kilogram,802.11a/b/g/n/ac,,1920 x 1080 piksel,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07TRWSF6C,15.6,Notebook,Nvidia,Nvidia,HP,,"₺7.769,81",8 GB,Siyah,HDD|SSD,Solid State,"4,5 / 5 yıldız",hp,3.28 kg,Intel,802_11_N,"DDR4, SDRAM",,,Tümleşik,Nvidia_geforce,GDDR5,,,,Hayır,3 Saat,,,15-dk0005nt,3,1920 x 1080,2.4 GHz,4,Core i5,Windows 10 Home,,,128 GB,,6ZL09EA,,4,25.6 x 36 x 2.34 cm; 3.28 Kilogram,802.11n,,1920 x 1080,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08CNN8MBR,17.3,Katlanır,,Amd,Msi,,"₺11.678,81",16 GB,,SSD,Solid State,5 / 5 yıldız,MSI COMPUTER,2.2 kg,AMD,Wi-Fi,DDR4,DDR4 SDRAM,,,,,51 Vat Saat,Cihazın içinde pil vardır.,1,Hayır,6 Saat,Evet,1 Ürüne özel pil gereklidir. (piller ürüne dahildir),,,1920x1080,2.9 GHz,8,,Işletim_sistemi_yok,,,512 GB,,BRAVO 17 A4DDR-039XTR,,4 GB,40 x 3 x 26 cm; 2.2 Kilogram,801.11ac,,1920x1080,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08G5KQRFX,15.6,Katlanır,,Nvidia,Msi,,"₺11.906,32",16 GB,,SSD,Solid State,"2,4 / 5 yıldız",MSI COMPUTER,1.86 kg,Intel,Wi-Fi,DDR4,DDR4 SDRAM,,,,,51 Vat Saat,Cihazın içinde pil vardır.,1,Yok,6 Saat,Evet,1 Ürüne özel pil gereklidir. (piller ürüne dahildir),,,1920x1080,2.6 GHz,6,,Işletim_sistemi_yok,,,,,GF63 THIN 10SCSR-658XTR,,4 GB,36 x 2.1 x 25 cm; 1.86 Kilogram,801.11ac,,1920x1080,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08CYG8WY1,15.6 İnç,Notebook,Intel,Nvidia,Lenovo,,"₺13.485,50",16 GB,,SSD,Solid State,5 / 5 yıldız,Lenovo,2.75 kg,Intel,Bluetooth,,DDR4 SDRAM,16 GB,Bilinmeyen,Intel_hd,Bilinmeyen,,,,Optik,10 Saat,,,,1,1920x1080,5 GHz,6,Core i7,Windows 10 Home,,,512 GB,1,82D4004STX,,4,40 x 30 x 50 cm; 2.75 Kilogram,Bluetooth,,1920x1080,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08PBZRYW4,,,,Nvidia,Monster,36 x 25 x 2.5 cm; 2.2 Kilogram,"₺7.599,00",8 GB,Black,SSD,Solid State,,MONSTER,2.2 kg,Intel,,DDR4,SODIMM,,,,,1 Vat Saat,Cihazın içinde pil vardır.,1,,,Evet,1 Lityum İyon pil gereklidir. (piller ürüne dahildir),,,1920 x 1080 Pixels,2.4 GHz,4,Intel Core i5,DOS,1 gram,,250 GB,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3VYRWQ,14 İnç,Dizüstü Bilgisayar,,,Lenovo,,"₺7.329,00",8 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Lenovo,,AMD,,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,8,,,,,,,,,,,,,,,,LED,DDR4,Dokunmatik Ekran,Dokunmatik Ekran,,,,,,,500 GB,,,512 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08CNR4B75,17.3,Katlanır,,Nvidia,Msi,,"₺12.419,00",8 GB,,SSD,Solid State,3 / 5 yıldız,MSI COMPUTER,2.2 kg,Intel,Wi-Fi,DDR4,DDR4 SDRAM,,,Nvidia GeForce GTX,,51 Vat Saat,Cihazın içinde pil vardır.,1,Hayır,6 Saat,Evet,1 Ürüne özel pil gereklidir. (piller ürüne dahildir),,,1920x1080,2.6 GHz,6,,Işletim_sistemi_yok,,,512 GB,,GF75 THIN 10SCSR-091XTR,,4 GB,40 x 3 x 26 cm; 2.2 Kilogram,801.11ac,,1920x1080,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B086XXSVW9,13.3,Notebook,,,Apple,,"₺9.999,00",4 GB,Silver,SSD,Solid State,,Apple Computer,1.29 kg,Intel,Wi-Fi,,,,,,,30 Vat Saat,Cihazın içinde pil vardır.,1,Hayır,11 Saat,Evet,1 Ürüne özel pil gereklidir. (piller ürüne dahildir),,2,2560 x 1600,1.1 GHz,4,,Mac OS X,,,,,MWTK2TU/A,,,21.24 x 30.41 x 1.61 cm; 1.29 Kilogram,802.11ac,,2560 x 1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08NTJ85MQ,,,,Nvidia,Monster,36 x 25 x 2.5 cm; 2.5 Kilogram,"₺8.699,00",8 GB,Black,SSD,Solid State,5 / 5 yıldız,MONSTER,2.5 kg,Intel,,DDR4,SODIMM,,,,,1 Vat Saat,Cihazın içinde pil vardır.,1,,,Evet,1 Lityum İyon pil gereklidir. (piller ürüne dahildir),,,1920 x 1080 Pixels,2.4 GHz,4,Intel Core i5,DOS,1 gram,,250 GB,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08PFY9Q7J,15.6 İnç,Taşınabilir,NVIDIA GeForce GTX 1650 Ti,NVIDIA,HP,,"₺11.987,00",16,Black,SSD,PCIE x 16,,hp,2.23 kg,Intel,"Bluetooth, Wi_fi, Miracast",Ddr_4,SDRAM,16 GB,PCI-Express x16,GTX 1650,GDDR6,52.5 Vat Saat,Cihazın içinde pil vardır.,3,Optik Sürücü Yok,6 Saat,Evet,3 Lityum İyon pil gereklidir. (piller ürüne dahildir),HP 1U5R7EA PAVIILION GAMING 15-DK1004NT,4,1920 x 1080 Pixels,2.6,1,Core i7,Windows 10 Home,,,512 GB,,,,4 GB,25.6 x 2.34 x 36 cm; 2.23 Kilogram,802.11a/b/g/n/ac,2933 MHz,1920 x 1080 piksel,,,,,,,,"Hoparlörler, Kulaklıklar",220 Volt (AC),150 watt,,,,,,,12 Saat,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08D7CWVBV,17.3,Notebook,,Nvidia,Msi,,"₺14.104,88",16 GB,,SSD,Solid State,5 / 5 yıldız,MSI COMPUTER,2.6 kg,Intel,Wi-Fi,DDR4,DDR4 SDRAM,,,,,51 Vat Saat,Cihazın içinde pil vardır.,1,Yok,6 Saat,Evet,1 Ürüne özel pil gereklidir. (piller ürüne dahildir),GL75 LEOPARD 9SDR-299XTR,,1920x1080,2.6 GHz,4,Core i7,Işletim_sistemi_yok,,1,,,GL75 LEOPARD 9SDR-299XTR,,6 GB,40 x 2.8 x 27 cm; 2.6 Kilogram,802.11a/b/g/n/ac,,1920x1080,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08CNR5R8X,17.3 İnç,Katlanır,,Nvidia,Msi,,"₺16.597,55",32 GB,,HDD|SSD,Solid State,5 / 5 yıldız,MSI COMPUTER,2.6 kg,Intel,Wi-Fi,DDR4,DDR4 SDRAM,,,,,51 Vat Saat,Cihazın içinde pil vardır.,1,Hayır,6 Saat,Evet,1 Ürüne özel pil gereklidir. (piller ürüne dahildir),,,1920x1080,2.6 GHz,6,,Windows 10 Home,,,1 TB,,GL75 LEOPARD 10SDR-258TR,,6 GB,40 x 3 x 27 cm; 2.6 Kilogram,801.11ac,,1920x1080,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08D7B3FHW,15.6,Notebook,,Nvidia,Msi,,"₺10.458,53",8 GB,,SSD,Solid State,5 / 5 yıldız,MSI COMPUTER,1.86 kg,Intel,Wi-Fi,DDR4,DDR4 SDRAM,,,Nvidia GeForce GTX,,51 Vat Saat,Cihazın içinde pil vardır.,1,Yok,6 Saat,Evet,1 Ürüne özel pil gereklidir. (piller ürüne dahildir),GF65 THIN 10SDR-638XTR,,1920x1080,2.5 GHz,4,,Işletim_sistemi_yok,,1,512 GB,,GF65 THIN 10SDR-638XTR,,6 GB,36 x 2.1 x 25 cm; 1.86 Kilogram,802.11a/b/g/n/ac,,1920x1080,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08NZVWVXP,14 İnç,,,,,,"₺4.498,88",4 GB,,SSD,Solid State,,hp,,Intel,,,DDR DRAM,,,,,,,,,6 Saat,,,,,,1.1 GHz,1,Celeron,Windows 10 Home,,,128 GB,,,Bilgisayar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08K2JCVW5,15.6 İnç,Dizüstü Bilgisayar,,Intel,HP,52 x 31.4 x 6.8 cm; 3.66 Kilogram,"₺21.999,00",16 GB,Siyah,1 TB SSD,Solid State,"4,3 / 5 yıldız",hp,3.66 kg,Intel,Intel® Wi-Fi 6 AX201 (2x2),Ddr_4,,16 GB,PCI-Express x8,GeForce RTX 2070,GDDR6,4 Vat Saat,Cihazın içinde pil vardır.,6,Optik Sürücü Yok,,Evet,1 Lityum İyon pil gereklidir. (piller ürüne dahildir),OMEN Laptop - 15-ek0005nt,1,1920 x 1080 Pixels,4.3,6,Core i7 Family,Windows 10 Home,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P4PD33S,,Dizüstü Bilgisayar,,,Asus,,"₺4.089,00",4 GB,Gümüş rengi,Katı Hal Sürücüsü (SSD),Solid State,,Asus,1.9 kg,,Wi-Fi,,,,,,,,,,,,,,,,1366 x 768 Pixels,,,,,,,,,,,,,,,,,,,,,,MfrPartNumber3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P5C4237,,,,,Dell,,"₺6.650,90",8 GB,,Katı Hal Sürücüsü (SSD),Solid State,,Dell Computers,,,,DDR4,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,,,,,,,,,,MfrPartNumber3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08GZQQ5DS,,Dizüstü Bilgisayar,,,Asus,,"₺5.529,00",8 GB,,SSD,Solid State,,Asus,1.9 Kilogram,AMD,,,,,,,,,,,,,,,,,,,,,Windows 10,,,512 GB,,114393908999,,,,,,,,,,,,,,,,,,,,,,,,,114393908999,90NB0QE5-M16220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B088ZQ6RT2,15.6 İnç,,,Nvidia,Monster,,"₺10.449,00",16 GB,Kahverengi,SSD,Solid State,"4,5 / 5 yıldız",MONSTER,2.1 kg,Intel,,DDR4,SODIMM,,,,,41 Vat Saat,Piller cihazla birlikte paketlenmiştir,4,,,Evet,1 Lityum İyon pil gereklidir. (piller ürüne dahildir),,,1920 x 1080 Pixels,2.6 GHz,6,Intel Core i7,DOS,0.6 gram,,250 GB,,Tulpar T5 V19.2,PC,,35.98 x 24.33 x 2.58 cm; 2.1 Kilogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P5T5KWK,,Dizüstü Bilgisayar,,,Dell,,"₺8.029,00",16 GB,,Katı Hal Sürücüsü (SSD),,,Dell Computers,,Intel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,,,,,,,,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08P3XSG4D,,Dizüstü Bilgisayar,,,Lenovo,,"₺10.829,00",64 GB,,,,,Lenovo,,AMD,,,DDR4 SDRAM,,,,,,,,,,,,,,1920 x 1080 Pixels,,,,,,,,,,,,,,,,,,LED,DDR4,Dokunmatik Ekran,Dokunmatik Ekran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08HKB1B8L,,,,,,,"₺7.348,88",8 GB,,SSD,Solid State,,hp,,Intel,,,DDR DRAM,,,,,,,,,,,,,,,1.6 GHz,1,Core i5,DOS,,,256 GB,,,Bilgisayar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B082VJSPTV,16 İnç,Notebook,Radeon,,Apple,,"₺23.725,25",16 GB,Gümüş rengi,SSD,Solid State,"3,1 / 5 yıldız",Apple Computer,3.94 kg,Intel,,,DDR4 SDRAM,,Bilinmeyen,AMD Radeon Pro 5300M,GDDR6,,Cihazın içinde pil vardır.,,Hayır,,Evet,,MVVL2TU/A,1,,2.6 GHz,6,Core i7,Macintosh İşletim Sistemi,,,,,MVVL2TU/A,,4,24.69 x 35.79 x 1.62 cm; 3.94 Kilogram,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08CY57W9H,14 İnç,"Dizüstü Bilgisayar, Dönüştürülebilir",,AMD,Acer,48.4 x 31.1 x 6.4 cm; 2.51 Kilogram,"₺4.495,11",4 GB,Gümüş rengi,SSD,Solid State,,Acer,2.51 kg,AMD,,DDR4,DDR4 SDRAM,,Tümleşik,Andere,GDDR6,36 Vat Saat,Cihazın içinde pil vardır.,4,Kein optisches Laufwerk,,Evet,1 Lityum İyon pil gereklidir. (piller ürüne dahildir),SP314-21-R8C4,,1920 x 1080,,2,,Windows 10 Home,,,,,NX.A4FEG.00A,,,,,,,,1,,,,,,,,65 watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
